"HolderAddress","Balance","PendingBalanceUpdate"
"0xb7b91fa29461a8af2ec886838560f577042f83ab","21,000","No"
"0xfd4c8f0a06ca65b1bf72214b21a58e397b9232c3","21,000","No"
"0x02b924d6d2fad1db9b72924e977b88b5d8eca828","21,000","No"
"0x796956edc51bb1e579cf820c5ac33ba3ddca6c53","21,000","No"
"0x41e23a561795dccbd8b53bcd21f4f52ceea63ea2","21,000","No"
"0x0212efb7ff00e1013f72793f474e81ec92e16cd3","21,000","No"
"0x9a8139bba356ee61ced0f38bbd68cfec09057803","21,000","No"
"0x5b3a8425ff1eb1d71f1ce1e9093db69f2e795732","21,000","No"
"0xc85edc38805315bb9021cb9e8742107da6bce87a","21,000","No"
"0x43913b41993a7470b3c3e2bd1fbbbd7838c7e888","20,999.77","No"
"0xb546094d42bd39bc9d91693576dde812692af630","20,688.960920269152824649","No"
"0x4a9c9dd33ea3f5a8d62bd31b2089848a846ebcef","20,685.939919654103956309","No"
"0x96047e203da6a296435984e7f2e51c4f42ad36fd","20,547.193518037254475427","No"
"0xa063c85e5af6fa16adf402d2f7fe46174a8402fd","20,501.808198255393585986","No"
"0x572072a28cb7affd93f8c20db7576b8f4f261be6","20,500","No"
"0x3e3142848c641504eb6ac6446f77ba4a673fa4c3","20,390.854693133348722805","No"
"0xf90532d3f10dbf808643398763876c703cc130cf","20,375.965737301752624406","No"
"0xaba1aa6d91e0fb85d7d9584e1d9c313d547b5056","20,106.763390330278028894","No"
"0x2cfdaf42ff124d4ac566e734ca173f9cdef19b31","20,060","No"
"0x5303500542260fd20a67d5f556192ed88b625eaa","19,832.45","No"
"0xdf40aee604a81751c26fd8ca3134e38335726fad","19,714.962546890657700412","No"
"0xcd7d1c41a0c15a17f152bf334ac1d517c736b6f7","19,644.976482449952611734","No"
"0x44e09f76ad5ced7b1d541e63e98cdee3dc265331","19,551.8","No"
"0xedc0c0d84ec8f3a8c79794be650ec9040274e9bf","19,503.842509307161061112","No"
"0x9d3617a6fb32cb4a17e8b1fc5e623d3e29cc8e46","19,242.022135248623030388","No"
"0xa99a4c637651790b0ad464a37fa42264c9459a43","19,230","No"
"0x4df71388d9e6138de8b4eb09cbdea7d2d998680e","18,699.669799766960791942","No"
"0x7d6e6e6c8214729a03c8f8d8cf697c732de90287","18,601.38402001500513841","No"
"0x037852e983abb57f21a9235b2a5d89af89c52072","18,571.153342744905214103","No"
"0x464f638ee7c912df059e8cd5dbb01d885cfe0e89","18,424.46569855212993423","No"
"0x864e0c670bd90452a393339428fe3b62cc79400b","18,290.458582363139840581","No"
"0xb2ce03569141706967e9ffbfe55d6e914401ec78","17,805.317323771682895252","No"
"0xed711756b522c5a4b4d4932f739083f5519e058c","17,785.489230898867575537","No"
"0xdcd76942b08010bfb783c4032b8ff1a43cda6c7b","17,613.71","No"
"0x5c0ce43c947081a8fa0b5758f475ee1993f6c238","17,608.350734993587037118","No"
"0xf2e551d5094f5eb91443fdee8faee79dc8be8572","17,551.62858570148024532","No"
"0x9b604d4e491e671e8dd19eefbfec40c9faa9f29a","17,512.597691324344248063","No"
"0x14e7ecd4f80bf8226e73ca7b7e92154f294687c2","17,358.130815331414924818","No"
"0x18193a54889a6ca1b28bd07e274838697528e8cf","16,987.06","No"
"0x96b11d86c8cb4c427499a915f6188f487b2b9ce8","16,923.066617728055167356","No"
"0x73fd5e10d869ad885e364631bdb50b8ccef7e7eb","16,748.992815589016254548","No"
"0x3773ac24778da08b671a8708c3edecec26ab8feb","16,589.96437290018734853","No"
"0x3a44ee8ece74f6b1c434d293ee965ef9bf4310db","16,391.16","No"
"0x4566a068cf3013d1c6d0b11805b26f8bfc78533c","15,871.091607709876836497","No"
"0xd18943c6a4b343f855a827cb42b9aa83908194bf","15,806.11954426050978","No"
"0x0ce25b2d8582884aa3cacf043be72a839693a5ff","15,276.653426712525107619","No"
"0x5d70a3728c89c973c877fb8660a43554202ec310","15,253.58768006445962302","No"
"0xfb3fc011d03a9214f37cc588341f00fcc3b9aad8","15,035.872001935552017842","No"
"0xdc0c13dd18e66ac8892f195db0d97740a5634041","15,000","No"
"0xd2e5670fdad0d9fd3da34197f59c7e797cd2cbbd","14,950.13","No"
"0x81992507068bf3b9f3f06b8905231836d493da3d","14,879.560449169984859084","No"
"0x68e550fc04305c898a75297f74b5ee9d5e07cd59","14,640.11","No"
"0x790bc1fed0703d2c1f1a757c2f2ac0bf05e1c349","14,637.59","No"
"0xdb82b8eeea896f44fac6f80393113de97058c901","14,342.67","No"
"0x6a8342e53280662af71fede53c5e9fa0cd28352b","14,239.755401292924763072","No"
"0x8666167610a6600df43f06d8363c31a01d090f0e","14,207.504876874850937796","No"
"0xf4e53114f778be4c82aae7a3365655fb9cefaa5b","14,070.481089545804104656","No"
"0xd456a5b057f181b6e75b3aa832ec545a707f00a4","13,990.26","No"
"0xe1664bfd7219c0bc7d04ccda04869ce50e34ba9e","13,855.58","No"
"0x5b2cec2474297f5e5504a7066638c04798f27210","13,602.708980502800276355","No"
"0x0b237a5a93ff01ca6b2417eaf26b5ba997da2cc1","13,560.187406664585978021","No"
"0xd21493e45ff2e0ff3a10470b8f67842678921110","13,428.218771007724586189","No"
"0x640bf35bcb0a19ea40bcce42b074fecdee0610d2","13,327.53","No"
"0xfed5507b7f37cca95d7119720042eda0119a704d","13,308.991669719194076037","No"
"0x0eab589c7c0d580f36d0f5ff37f7d88ee221fb1c","13,274.730218842208319558","No"
"0xb4553985c1f073cabfd07fbccb621f883355a6ed","13,255.007043535970503577","No"
"0x467d9b263334af6bd127bdc68d93dbeee313a4c3","13,250","No"
"0x2fe16a67a1bee772091de87504571ead62461b5b","13,227.639734043643235101","No"
"0xaf4ab1c7a19531f11f62b5231f8b96c5153ae489","12,918.358841600486840276","No"
"0xa8305d1d371141d0c0cb0f26be8e6b742a27e33d","12,884.59","No"
"0x86ceb1f47946f6a5f7e16f9c28ff0e55dba86c25","12,879.34","No"
"0x65a608f969a5de6427f82139ec5ed72edbd87299","12,872.293119636025054537","No"
"0x591ff72704af46b5b88c04f8abea0605e434f4d1","12,813.179189879134380119","No"
"0x5461ef72f86061b2e8f61d2b698fce6b46e59ee8","12,740.371440615069542238","No"
"0xeb6f7b46279de469d61aadd9a9cd86cf146d23f2","12,715.442689035573330763","No"
"0x3d3c86623019671f1041e989b773585ddf5fe197","12,641.8","No"
"0x34e94243394ccec74568b089765d5b29bc562524","12,400.46","No"
"0x39b7ebbfe1a8811cc7bf42acfeb635f5bfa93643","12,232.490612871146746837","No"
"0x56cc04b7b2428209b70afd52b0a71ab145e855f3","12,199.58","No"
"0xcf04b33ac6b17f2160d8549b378a28b10392fc1b","11,985.702237860088246182","No"
"0x000000000000000000000000000000000000dead","11,895.385333403623627157","No"
"0x26f8b53daf5e4fa66c9ebf7932958a22580022c3","11,885.02","No"
"0xbbe0546eff62e8a9d5f39f6ab4a55b4fbaa75b22","11,744.37","No"
"0x98de4c83810b87f0e2cd92d80c9fac28c4ded481","11,438.505376866678073876","No"
"0xf7f1a92b3dd364d634f065aa8ea06b9c8e6ac21b","11,349.41","No"
"0x8bb6124250fda6d69702ddb061fabfe8ffe106ea","11,251.21","No"
"0xd3a66438944b1c93b756575ea18aa1066abf8a3b","11,186.881639348973932644","No"
"0x45009c38622a61fff0e485b65ea3fb27a014c2bd","10,939.071316893697","No"
"0xffead2376086ac4d37771b01953b6e2b79bf610c","10,912.265723507984719825","No"
"0x5940af059c78af9a64f6048d8e5febb2e6444696","10,896.95174082016327042","No"
"0xd758d770157cd7950088e2211013d9cae36a242b","10,747","No"
"0x602fbda816e9c95b03c4aab11dcc572595ced21e","10,706.660752987450547808","No"
"0x188f82ae4299d6714aef759676da8ed2d243e0af","10,674.639431141842908887","No"
"0x1632e8e1ee37f3edc4f3486c562effd69c560b75","10,581.721299489251999844","No"
"0x3707a80b0981d2c46ae5e7f306503fa384982335","10,428.862124878501342159","No"
"0x9d54e77f92c6550a686bd3b1ee84cc06a046e53d","10,405.91123420155855851","No"
"0x9d811a37166c904dfbc3013905ec38da1d3d5525","10,342.743405179918496501","No"
"0xee9886bd9fdc84d5d2bb0bee4140f06bef4e9f21","10,231.782575056500725385","No"
"0x25a937b826e5c4d295dc83955a2b689456bcfbba","10,184.785618481719700885","No"
"0xfce051101bbb0bf43050af498a4629f0327f741a","10,169","No"
"0x8b441992ed15ebe100f152a9e50c797d1fa4b726","10,083.85","No"
"0x4e30ff61affe03158165d1fea2b3c6045abb7ac8","10,023.884383609226659263","No"
"0x975f18a08b0e8f4faa467178744d8aed0d0d632e","10,021.724032768251437883","No"
"0x35f05827f3df3a5c57bd7f5547d966c353282f9d","10,000","No"
"0xc8ee80df2d2e285c19fcc35e01646b2410ff3ad1","10,000.000000000000298205","No"
"0xd6f9eebfc85c46aebe70ab8b0bd15b7e1217b715","10,000","No"
"0xf90975b56e2c6dba30c14d446339e10d72a5ddf8","10,000.0000000000003026","No"
"0x72a9cc572d3469b72df1c73ee6e2244b561184b4","9,946.452158610931596009","No"
"0x01887f37f4f9c14d2a7acaf5f527b0365e26ace8","9,868.7","No"
"0x79398e43efbbee33dd3a06d3fb890811f550fea0","9,811.225712707716550663","No"
"0x00c747c26768785279e1c238adf90972f2b360b9","9,687.404216829590168633","No"
"0x172253954c395832a9e264fbd8f248221d4a92b6","9,600.272256051031359778","No"
"0xf30a2c395ded742e0ca0c66c791b82d2868d81ec","9,512.5","No"
"0xad3b67bca8935cb510c8d18bd45f0b94f54a968f","9,505.543391603242468235","No"
"0x2d1d2f2c380e00b57d453f49b9735f599be973b5","9,457.791874322925434507","No"
"0x601283e9b9834a51027e24e883ca57a71c50b8bb","9,394.157379353086835358","No"
"0xb5550e13c71fc0991397b3de8d094fbac3a99fb7","9,391.347230118010690657","No"
"0x8a399ac8fb3f9f2fe8b12873d496bfc99ed043e5","9,193.376544642632153986","No"
"0x397b7cac1a849e3622967177b665c11f43aaea84","9,165.581798886865","No"
"0x56545628ed7b5ec540834bbaec2e53dfda62a3da","9,084.448361916295797961","No"
"0x44221d7585ca044723752dec0fffc471daedab79","9,041.576442217589264488","No"
"0x1e8da1828aead84f3fb5b862670c4dab6fbafb1d","9,009.001000000000360448","No"
"0x03f5da8b92ee3812cb222e5c2ee3516a8bf4c06c","8,992.51","No"
"0x555ce236c0220695b68341bc48c68d52210cc35b","8,883.116306064101401144","No"
"0x1ad7cb21d25bb1a4f99baf44a576ad3039d69489","8,861.085740130365414634","No"
"0xd83985297c68eaff682a259439e4b99f97ba05ef","8,700.99689814917980675","No"
"0x6dee66d9d5e5d5a69514efabe22de5cc72b34965","8,677.207062157842432129","No"
"0xa85ec8a2c3c8ca25567eb1f3587941afcc4891c6","8,610.6501778464633727","No"
"0x8f8faf60cf8dfe58e52e64bb42809bb41105ea74","8,514.369887790735079172","No"
"0xad01c20d5886137e056775af56915de824c8fce5","8,487.888010107662854644","No"
"0x944aa287e32c548a44ea7e66439f5322a1cdcce6","8,487.869109668265732171","No"
"0xbbf02b1d31b8b99cc02b2a22f51813f62aff9148","8,474.355276999666106848","No"
"0x7d95ff848d4560f649fe4207416d0795aa2a6764","8,456.761799184760893408","No"
"0xfd494f7dbf9a6f63886f0244c174cfbb6c276c9d","8,382.701344361602384838","No"
"0xf512a4caee8c99121240ea7cbb57e53cb3c86c47","8,363.85","No"
"0xc85c8d8c46986dad7db1cd1cfc211402cb86a66a","8,321.035067244971722956","No"
"0x8f83b1a932701ce5bc05fcebc59968fb6338e6e6","8,316.566348130211667224","No"
"0xba37334b52dcc178329e79d2a93deb72612e0331","8,229.148940496245958997","No"
"0x1a4782ca7eb1a1b249cf51036d3efb4c6ef5da5d","8,203.909195301204392537","No"
"0x853a6a249676cd87d2d7daba9b292548d9693acc","8,200.692746260138331235","No"
"0xd50e3dbf4e7cc8f97e7706b93d35cab6a995ecc3","8,000","No"
"0xb14989347a52dddfd3cbe33124d64ebcabb08541","8,000","No"
"0x48b8c0a3eb17b0ae4adf50e0194a87dca3da2af5","7,997.946958668273846579","No"
"0xf67b953cf0e1a37bad20043dcb8a7fce3b48c091","7,988.709540442125970711","No"
"0x19cc855ee14deb9e871e5f8599206e48c2840c2c","7,959.494822819713980823","No"
"0x57400a8f6da6c4d1796877264041e62ad3a687f4","7,945.7","No"
"0x3b68c4abd9f78a87e5f1f7ad5adacae9ef52b87d","7,905.674034700691615721","No"
"0x5e2aa0c64b701971ede7dffdd4f09ecf1aa1032f","7,812.58405309665416178","No"
"0x56de4e04a35562856f98189142a057c0a486ea8b","7,757.755073546135139049","No"
"0x73097b69aefe01982706f04d248893d55fd2b708","7,649.99","No"
"0x4e9bb12769ef429e7956dc03fcf9971c9e8888ea","7,639.009042482720666256","No"
"0xcfe0cf6c9cb5f62991e9625100d8ef403a89405e","7,505.575727814762304453","No"
"0x97d29a242ffc82556153142b40ad8c9a05215abd","7,332.72","No"
"0x347ffee03b4407811c0f24be3fb8bbe7f9ab518b","7,291.06","No"
"0x13c93ad80629e55629121b6c92c55107c1397ad6","7,280.000000000000120476","No"
"0x50aac2b6493dd305275492c40b5ebe29ec1d3f43","7,262.561850196220280127","No"
"0x965dc72531bc322cab5537d432bb14451cabb30d","7,221.463053534443941538","No"
"0x49763e12695b4150c634d3ded8787cd00f67e29a","7,108.310437588718049828","No"
"0x055f26e2852d245cc9d6b2b6730f6a22c5077859","7,004.182029025770545075","No"
"0xdf42750fa79754045813bf757c31eba674ab0201","6,987.62","No"
"0x8e417a8dc7509799db8073025fa1c806829b332c","6,906.14","No"
"0xf5036098192a22e6cc2489e2176799007c8408b5","6,873.620744918280111008","No"
"0x268ac2054ffcc3e84170cd1b064fcc47418f3f57","6,860.404663859710418579","No"
"0xe3761116a880b556ba06454e8834c8e8b825a507","6,815.078658063071599183","No"
"0xc8860affb8218c789cdefe5330956a7b7e492b46","6,757.955021364795184224","No"
"0x9e882acd1aa6924cca36c527abd4545c2789fa3b","6,666.66","No"
"0x6b8c83ee6c6f14f6d527e5ef8084bbdb7542568d","6,659.894939871250855565","No"
"0xc7eef3cc215d93f44957cf9df7371bff8c9d3f8e","6,631.490014212486319193","No"
"0x0d892699a803a3c10c0cead35ae14f481cd9ff92","6,521.098528056423730799","No"
"0xcd63162814db4c908e5b02266c80bdc825d51338","6,488.625853882576","No"
"0x3bfcd6ea3121db779451e2e6ebc8c4df59af368c","6,440.67","No"
"0x6b72a7ad82823d1d3f9017b4e10f86245b14dc5c","6,365.437285917344542123","No"
"0x6a193f10db2e2a7f86460be15662431e5236ac1e","6,287.620184499196729816","No"
"0x7cff5a638359934bbdf86e3a7d76232f863e2060","6,271.675370903668654087","No"
"0xae3dfc50d1967e8f9ff51104b01f0b997c13513b","6,263.116456906170484182","No"
"0x9d7d3334e804f36788750af38fbc6252f58bddde","6,230.163880535227253473","No"
"0x07321aabfcaa899fccaf5ce06bd61fc6239e86a0","6,125.599378203749858156","No"
"0xc2c1b943433c93a7967014de1fad3a5d2e9bd25f","6,059.663298495537686033","No"
"0x3d77258ae064f90b14d471650134084358315248","6,043.965408766488683055","No"
"0xf6bf1b07fab581cbacc56227d0017c982dedcfc0","5,828.13","No"
"0x32a41f5b4f96905cc7b486b795de3fa69616edd6","5,814.015160891642411784","No"
"0x69944e410ac98011bff6653f6e1e610297ca72ae","5,807","No"
"0x7df8ffc4de30ae3b72777589f7384a89f0ad6f13","5,786.189023429492604639","No"
"0x825bcb78417b5d08924b5a9f022ed018174ac957","5,765.28","No"
"0x408390920c9d43b78aab9542175241b090572397","5,759.7408512074090674","No"
"0xe0a5a07c0336f63b1032e9d8d9f12b8724fd965f","5,753.1","No"
"0x6d9b68c032d10980b877a6726e2bff3c4999d671","5,748.370934304472804803","No"
"0x623c827fcb15fef91b934cec8a7e6b14e2e88f04","5,696.060434374965190555","No"
"0x2deb579618045653d561341f58ae31fd68c79b5f","5,670","No"
"0xeb914ac303db41127195bc981ad28b90b55680bb","5,644.586849781326956693","No"
"0x12639eca097e0b65cb1fedb4fdf9f20a647d93fe","5,626.269511615876696263","No"
"0xf76a53b474e5587e116aa1b1f19fae353170659b","5,564.2517521390968003","No"
"0x99fc985218e80d782022fee229bae4e161b2531f","5,551.867734651822094203","No"
"0x70a86a5d0d106d7da7033900e185d5191f446491","5,463.120200691745988686","No"
"0x3ec9c24332adf11831aafc6f8e5567e60a64f97d","5,442.46695593192809453","No"
"0x1a7cc742ae2dfd01a5bc5d6b73e1f5a8e1eabb5c","5,390.29","No"
"0x230de25a488cbda29555768d66a5bbcf81ea937e","5,381.723967091186835135","No"
"0x9551540e2e43018838fb6ab60c98791bb9688e4f","5,351.746440024538278541","No"
"0x710802b862c178c6a71e0a568ab16c72656ee8d7","5,338.93909967085431085","No"
"0x1f72375b90023ecd3d9b14a9f30dc4217055a474","5,300","No"
"0x456dff3e86a8ce165804050e0363a08016c90635","5,228.4","No"
"0x9f33bfac7ac87bf6d306fc21d1fd6dc97bc84173","5,208.07953090620244518","No"
"0xeda878d1efb9b138fefb4bee81c79b61aba392b3","5,169.433251558722281373","No"
"0x8f6f196b01fbe29fa2aa9300f2a5fc1d3de29932","5,146.88","No"
"0x0eb810c3aea81760f3e1f189e5ed6ae8c1f3fd24","5,142.493664034421428309","No"
"0xf31b91d2242287a03dfae57592b9bb303196c3e0","5,074.940274034618402715","No"
"0x6aadea3200d8626f5db7e262b1727246cfaaf946","5,074.754431776689285662","No"
"0x3c5fe41d485b506b5154bc23cf4c00e0078145fc","5,053.34118843426186708","No"
"0xf7b407edaf668016cdb92d4e621e0be5fcee5927","5,050.000000000000157039","No"
"0x0a86d6fb153ed210b32a8cc590c5f5db42523436","5,038.54","No"
"0x3d48fa97a6b1dad4f1bd712e55636e9cca6f8efa","5,000","No"
"0xe9a2c5d1a70970ce7ba50086ddf672802caa1ab0","5,000","No"
"0xd65eb5c1d44dfa47a0a04bf3b1d60cd20ea9fbf4","5,000","No"
"0x8fa94f174ba329a931452070af9208e4a2a22826","5,000","No"
"0x235065cab9fae0b16c260d8458378e5af620c277","4,986.030572054718508833","No"
"0x601382e97bb4a87b286a59766756930b007915b5","4,985.130187008976451143","No"
"0x8e005ffeec1cba0d421a75e814411db7d37ec71e","4,940.472176291656196159","No"
"0x77ab6f571ad54bb007ba7f636a901178c2f711f1","4,913.13","No"
"0x89b8aa89fdd0507a99d334cbe3c808fafc7d850e","4,785.992704710809627704","No"
"0xa77f153dc72d1f473a8b9d9ec8ec9ccad42f467d","4,779.455998276761882055","No"
"0x37aa3363e9c5608731fbaf9d7bed70530ef70fa7","4,768.50237932558021521","No"
"0xb5aa96bd5e2b77849f74a213e9680671c5c54ebd","4,650","No"
"0x12a5e5a8d759f2b2a6c57ae771c553b14c8d2667","4,600.72115872092025157","No"
"0x0a991185c027158df5e62250f88e2cab7e1862ff","4,554.9516","No"
"0xab1036bc4f31dbfd01571998615f507ca576aa47","4,438.433376277031767677","No"
"0xaf50fe741a52ab8f710fdd23f9326e1bc5da6b10","4,421.471534254191397957","No"
"0xe22e7c3f42d4a97b4b3fb4d0d5d848b8b760171f","4,273.351322318730019868","No"
"0x534351bd025f336144043b9dcbe21be80c067dc2","4,255.623899924010282479","No"
"0xf08247c99638a81a07f791b8543ef335577c90bd","4,184.219617293256297184","No"
"0x494c9689bd3d0f6ac25ce5e29f5114baa00b9419","4,154.926526734794184235","No"
"0x3ecce0cfd4492940233040c703295eeaa678c553","4,110.000000000000085604","No"
"0x12fb2afb7a8de1679e02fe8a3b7c4431a8907ee9","4,100","No"
"0xec8509674d4afb71ea4ace351c00510433bc1862","4,066.1","No"
"0x63382a4515f9627d7a6fb68c7fdf355870769206","4,014.526729065378948322","No"
"0xed9592f6d27f3b99d769abec1bb7c98915dcfec2","4,000","No"
"0x05f4d541032a0790dd5ab49b03398aa69796c46c","4,000","No"
"0xd43b7fce10b01948cb52f8e78777adbfd5079979","4,000.00000000000019823","No"
"0x1eff0eab9d85a921ed9e99657a2307c3c4f8b19c","3,995.278407599010639234","No"
"0x4ffc9ef0ff11e94c00b91a175c0d66510ffe44ce","3,967.29","No"
"0x088df874c2636f70157d36002e239b7d702437b4","3,929.931660605792120772","No"
"0x3bededd2d188d57e844d7e06e94903130fb1f3f0","3,899.03","No"
"0xc9b8a4570b09b103c37bcc8ca92a5b61e7042c1e","3,880.795249471071241618","No"
"0x8aa48f09af409cd16e5ab6e36a1236f9e79edcbe","3,820.290114824737377125","No"
"0x382ffce2287252f930e1c8dc9328dac5bf282ba1","3,715.66327907143948716","No"
"0xe1a8c98d8dbaa2bb4fab8fd1013e967b99a911bc","3,713.640514461911898223","No"
"0x8378943487432a31925de3aa83ab445609283626","3,648.964529418523226268","No"
"0xc64ece7cc3222d48f0daf6e4d64b8e6fad602ba3","3,622.314083934234187295","No"
"0x9ab0d8e4faee125abbb4ad65e6933f973fa23c98","3,600","No"
"0xdf8ffc04bd525d65caa6c786adcabc8b9dad4792","3,500.000075666403163957","No"
"0x30fd403dcb27c7f1152a62716f8cef37ce5f7205","3,466.84","No"
"0xa8a7466418aa909501a9ea1d4f8e553a879e06e9","3,429.374610497067823939","No"
"0x86194994809fd2e2a7f2fa68c479d46595ef7782","3,428.464462049295866857","No"
"0x728e3417b9923313fafaed8b1f5e2d0e82ef2e63","3,390.019683408814373014","No"
"0x006f12eaf7fc826153614a594b7a378048a7ec14","3,384.15","No"
"0x0f422051f43a92756b284da4ce5888754f96a8e4","3,373.310209637951283545","No"
"0xccfae9315293457cb1a69213d217e352ad2f9f33","3,347.37740856558121852","No"
"0x81b6736a7dfdc3ed35c91ae80e65667ea917ac46","3,331.658650344505579514","No"
"0x476b091b57a659bdbb873f0b12137099d901b848","3,328.446460278205185744","No"
"0x0ba9bd3225665f397820651e172cfb5e43d8991e","3,300.000000000000056192","No"
"0xf81dc32b8ed73ef3c4f7be0c3ca2209f6f3855b7","3,299.589358902767775854","No"
"0xc6dc63fa6e895871c139fee1df743f95685bfd0a","3,274.613340263501567122","No"
"0xfdafb9ca69b039c7c8f825df95d385f7994bdbf6","3,255.845040892755028661","No"
"0x61a504ebc5c8ea422ff807fefdac6f7b2d0dc24a","3,250","No"
"0x7a5b155e56563fa10c65cca45f57588f7793a5ed","3,213.49","No"
"0x8022ebc4fe82d14b778c78824495a4ad50c3b580","3,211.485158776066199543","No"
"0x13e5793b42434a8dfea365ac241187f94efba059","3,204.23335289914839045","No"
"0xb3897424ce634ae7c48e838461f6bae3c7aea5df","3,195.135889088183485156","No"
"0xf420acd3503cd51f27c3b37755041b332a34f964","3,177.855179983772381969","No"
"0x9066faab148424f3aba5430eba65e79f90cc8309","3,175.035413705601106924","No"
"0xa2354bcfc0cd4b0f791046447874776f3b9731d8","3,158.3462708153359161","No"
"0x21d6a21983b7aa64324679ab36238fa5d16baa0b","3,135.498913714276161034","No"
"0xaffed83f52677ddf9cdd0b307d175587acac0115","3,106.415586930384346428","No"
"0x29d22b2cfc8c3082d02f00954613f891220869c5","3,098.323191928951380779","No"
"0xee6173b69e6a183135b23a5f24d75236a4590a76","3,080.11","No"
"0x89f6cd5ef75f26379cb7329d2bf374b72008c8b5","3,076.3","No"
"0xb8e2a439b2338eba6646033fbbd938c210dcf201","3,041.748991424738972083","No"
"0x5d1fe44f699500b672d855a077762368e67c0473","3,032.424365581497905471","No"
"0xf5bcee660fc8bd464161d5792410948d8ad08a3e","3,032.17","No"
"0xbbe40662353eb1cb5bbb41ff156cb9fb4a4a443c","3,029.84","No"
"0xae0323a1122574a98de50da74465ab55a3529067","3,028.782598098847213536","No"
"0x5124291dc0851f00269ba2c88eec7f32ef4ddd2c","3,020.854246039967755776","No"
"0xce59c12bfeb5966d51e57d5655728cdb323931aa","3,011.401272641698813364","No"
"0x8e122ed79b6f0752ce5ff1f73ef8653c4abcaf3a","3,000","No"
"0x4381a3673ad9c2bbc2a578920bf4b1ccd92ba066","2,975","No"
"0x5708834ab7724c0d45c66d6ce183c3e0de8a5dad","2,920.200000000000045475","No"
"0x6af2791a0fd83e3475cbc6537f51318bfd3e6586","2,896.467571423635715884","No"
"0x6670caafcea283414d83234739bd0bcd056947a1","2,885.669121099943734069","No"
"0x2def8c95901a01d4f8428083db4ce8b7d5f743ae","2,882.68","No"
"0xc968e38836bfcc235ee076c9e340cd134b93ddf4","2,881.41","No"
"0x2358c3ce01ba43d6f45803b6335b12980724531e","2,837.906723644405049365","No"
"0xd1db36405ad14cbc89157844da871e59c866ed7b","2,780.74241806699561125","No"
"0x4ed1fdac5009b9470dbf5378dab55b1b7b591cff","2,745.046405733687775407","No"
"0xeee012e3d83c72a69de3c89bea83e59f0637d92a","2,659.757586326176175966","No"
"0xb9c548bcf7f51dae37555bde9d3b2ff168230074","2,626.020229345323195103","No"
"0x17935bcca60afbf2cd9b10308f161a10c3e10fb4","2,562.141301240247305416","No"
"0x0a40e6184f1d99731e9d68627f0481220494fcc9","2,554.1","No"
"0x6408871eb804e3d5e5c49407006479a8d82b5251","2,535.698122341915336288","No"
"0xe37f4f236019b36f62d209f7e179b2c798f84e05","2,519.863740799390002529","No"
"0x052455a495192c0ee6932456e104cf515b681ce9","2,507.16507215054092684","No"
"0x820ca5a963de46c9c8dca4d5aa25d059c8fd8b06","2,500.796223817045758869","No"
"0x7c72fccac7f17e6d1fb68e39db31dc95fce77131","2,500","No"
"0xef50f0c17c08347e57a13f0a1eff494d4c468233","2,488.098512490976628432","No"
"0xd2cea0939a06a0131f730201d2d44b97125af554","2,451.374872803889683273","No"
"0x8cdbcea34ae08ad9f7023d7db3bdf44b88dc68e3","2,446.818193356493171024","No"
"0x16e320afa3d8923a58d07b45e67202c937ca6301","2,435.45200583671033965","No"
"0x958e23db6c708808ac50569620705227ad48b69c","2,398.009340532679126033","No"
"0xded0293ebf17d5ea57afc7726562db5b1112d7a3","2,387.58780046414725226","No"
"0x6b568e30ec869c84f46fcc0d14a01edd61cad1bf","2,371.505972089828344991","No"
"0xa24e666ef5e4eb7b85b301c076263ed1b5dc0c33","2,320.449765677253940289","No"
"0xac634b3a6904d1d104973a622da3d37701cd401f","2,300","No"
"0x7306566a2091d2b37b20d9197699e1838b576d2b","2,239.19","No"
"0x6bfc8cf38ca42c73cb6447d78931a3452542fedc","2,237.010142011659790701","No"
"0x66a5ca757e2f9c17a9dbb87ff130217aeda25f36","2,197.22","No"
"0xe8978f81d855f5fb588c7892173e8c66311c248c","2,193.446833398817952271","No"
"0x8d1cb1c0d143ce257ab025405f55702589d0cec5","2,176.884930290840354359","No"
"0xb3443a741c3b9cc59d0a3d57f5cefd58a93a05d0","2,082.850705012349028123","No"
"0x880e0ce34f48c0cbc68bf3e745f17175ba8c650e","2,079.5912779205193","No"
"0xa4c15430d406a10884eb93a5616662ef13166ad7","2,030.296918817071345527","No"
"0xde5e1c80f76aff1a05e223b53528103eba6ea4e5","2,000.000000000000013051","No"
"0x55f1f19c3173bd91f405195c3eec9f70cbbb9846","2,000.000000000000022831","No"
"0x0e300a962dcba8021ba63309e28d2cb778317d1b","1,996.496850184465468361","No"
"0x4dc7ab87c36e7b4c72defec227403042ab5096b8","1,994.24","No"
"0xb45a2dda996c32e93b8c47098e90ed0e7ab18e39","1,993.017415623745799378","No"
"0x0e61979eb7b67db9c27a8d7a195781ee3a9deba8","1,974.568459276403453513","No"
"0x7536ac8ad040c3c26a2cdbc138a534eee123caab","1,963.218227951376826522","No"
"0xb16ad1a21185823c780d0a69b777dbdcb9ab87d1","1,952.013013749274845831","No"
"0xeb4cb4362eb89c039057b0e290001d78ea6ebc0e","1,890.425775882683859779","No"
"0x44570e2a4705752463ced24af9b84f234df67fe9","1,825.124760367963652746","No"
"0xd10789284318775ad203e5d288bd241237f7a228","1,800","No"
"0xe40e896eb8376743faed693e8713e3d72ede9513","1,773.825164081214853728","No"
