"HolderAddress","Balance","PendingBalanceUpdate"
"0xe391675b4dc7cbb462178ad608a2cbb07cb75fb5","90,050.417006163623626729","No"
"0x4615dbdbe01e8889fcb766e35dd90cd70a1b9843","89,303.09","No"
"0x2dc5e018f98a088e4b37259e383a52aa2bfe3b8d","86,525.46612413017160594","No"
"0x65fdb2bce2049dd0c0e0ff7c42aee637b3a42476","86,346.33","No"
"0x1db8e6bc27c96fbc327f5906857e5e24ff55c2e1","84,887","No"
"0x9be23cd727c377dd89b02f5e13aa36099122740a","84,884.757395037778850469","No"
"0x2932e891ffdfcab8b0fe38464f9bbce56c076eba","84,080.931076345812481577","No"
"0xc578c473cfc8112a91a0ac6897c77b20ddf55aec","83,459","No"
"0x086177ac1a5790d5c4a17acd0fde93b51710fcc1","82,613","No"
"0x3e3dd1bd3009a564690cc7e430c0ca9629788ae9","80,487","No"
"0x7ff6da3958903d2266697d38366c0495dfcc6d98","79,950.861435526523137715","No"
"0x604df3ee0395db22a1331e08b5201b717f701afe","78,949.776610932264307274","No"
"0x620ed3e1902d0615e1cb59db64f6187a29934c2c","78,943.631566220037813224","No"
"0xeaae068f041341024c36df4bbbf8284753e49d4b","77,084.16","No"
"0x81b15136f51199eae3702a9600ea6cbd7de1e4fe","77,028.923348551064583215","No"
"0x4aaeac3e0ccde7c1a40d983af8465a33c52e9622","76,704.333912041281542782","No"
"0xcf7813c6c4886e56b1fc37ff8931037ee01c9877","76,659","No"
"0xac12bd85daab257bcf96b84fc2899b8b96dd2331","76,642.335766423357664234","No"
"0x53c5988db20eae81ee6ea149bdd24a45d7a78841","75,074.90630926","No"
"0xf8993758123023440bd6655cc5146c797b09788d","75,000.05","No"
"0xe5c36fa822457bb2e37d70a948a808b70cec8469","75,000.006833942713795032","No"
"0x8d11c519188298ea454c2f777ccc453f6c695a54","75,000","No"
"0x7a9716b5dc265ac8371333d8d2c7bd352259aaae","74,882.51592675873174085","No"
"0x4317dd435bc9ae1187744b5f4edf606c5dbd7f5b","74,759.25","No"
"0xd105661f96fad7921041af6b1d66fcdd83e8dc44","74,516.468624850899456509","No"
"0x717c38dddd05e67e7fad03d932dc2d91be68c8ae","74,393.43","No"
"0x1d89f3a838fa76d537122ae8b8d875b99f84cc18","73,194.869620164906261329","No"
"0x72923178da0ba39ec2b47e6527f63559f00c2000","71,912.07","No"
"0x643529a9c2e015b3926892a82dce68be19f8f67a","70,732.349731131774195825","No"
"0x1b9245a8d73ce278ae20a47fbf158251cc4844d8","69,927.05212064378494271","No"
"0x454f7f883ff6ad888bcb6aa269a288ed12f5cf2c","68,421.424385083369047405","No"
"0x5296e6036e981663573bb4ca1473e6a19c968d74","67,500","No"
"0x370e56ddaeb98600d2dd48019005793006763013","66,898.45","No"
"0x20c5b10046808c331e7aabf202b0c20ca526cc0b","66,735.070000000035","No"
"0x730e17042671132f6f81d9a59fb675edc1dcaca0","66,284.97","No"
"0x2b18af807bdae66118cfdbcdfab35e6be9d4d96f","66,178.6263158","No"
"0x27a7ee158222c54eea9858930d1aed4649b4264f","64,843.92","No"
"0x0230c0f62a61d77c62c48b162f6dec2be8dc4d20","63,237.96","No"
"0xe1abedf9462c7ae2d4ce589ab81d2efe896eb8c8","62,853.55","No"
"0xd06c9260c047b5c0f648dbd4832b5013a78d4166","62,500","No"
"0x13db31eced3405ce3174e16b7d0610e9e29b35a4","62,134","No"
"0xd3f034493923022c04bb868a2771f63e6bbbe998","59,093.23","No"
"0xe5d5023a75b550bcb5097fde7764bf5e294c94e8","57,792.642567126247177836","No"
"0xd0d7de2de9fcbbe61ad0978571fa6af519609052","57,660.685687369929145059","No"
"0xa73aef2ff99dbedf8c8516f820b02b8890973b5e","56,588.59","No"
"0x33c5c7b0d51f39a6b31f943b55228ef392399432","54,361.458810516856528888","No"
"0xad804f429f6dbecba521fcff4a95a2ddfc9383e4","54,146.590302287163672601","No"
"0x0192f60d0d98a7617e04a64e2fd5f65907dfc136","53,242.7828097787409","No"
"0x0c4f642ac0d9ed2481a210600ddaeb18ca93f03b","52,395.278124099144895441","No"
"0xa26d34faa3d90f8ef77ea80653ac02cca3619344","50,857.160772610353478848","No"
"0x011b32e601f431dd5dd88cacd0db3dd5873802db","50,850","No"
"0x8168e6c0cc7effde1281445958b6a0632c78537c","50,509.951195342511116331","No"
"0x141556c64afddfc9612e0c30857e74a7b83d6d69","50,096.525","No"
"0x8b1b43eab0795d524b4221987472ef10fe1d2f8b","48,700.000000000000172384","No"
"0xbdb0d2553ee5d8c4d3e03a92f00db83f29a94191","48,518.441684365066788565","No"
"0xc0a2e4e5dac08d85399cf53314e4268bac7ac3bb","48,114.79549896575707649","No"
"0x60710ce2b4bb720876f6b6b3ca3d83972d1de850","47,989.309793143489425811","No"
"0x7f892b203f1da07e616bc96669111fb2830a547d","47,714","No"
"0xb25cfe5755ce21486c88e0a56a4f5314eb62c76a","47,435.886361048637231958","No"
"0xdf2e9bd16fb0c591687f895baf19757c6e654e22","46,390.559276194646688047","No"
"0x610a5b2ea2847754f56c44db7d5531e93a883c70","45,151.77296011161416997","No"
"0xfa9b06525d6bca4f8c0cab191fc36ae49178b4db","45,105.67","No"
"0xc3324bb92a916c656ade221b3f46eadbe0639ab2","43,844.53","No"
"0x6ae7fe0f65729ab17d26c82a4304508f9f268cc0","43,751.91","No"
"0xca26e31c515a579d0485c2e66bb773681334f704","43,014.305063416199972052","No"
"0x6933c9f50194780a61cc0aacef14321289014410","42,936.731932425998106022","No"
"0x66c119be20fe034ab9c52f1988c2c612e9643b9f","42,445.719900031777554986","No"
"0xdd5ef63c93e9a40c7531dd4837dd22733e4c5599","41,814.521573257428186801","No"
"0x4536e229aefbee5125e37a01100a637d8deb924d","40,116.874129033271688909","No"
"0xb5bf38e6bf142e4494fc522ba34f65943e00e3bc","40,021.28440933","No"
"0x7d6adf116eddd5bfdb1f09fea532c3b50d0b6920","40,000","No"
"0xc071c17e00470fba7862f7fa6530c316a25968f6","39,801.744878437348528639","No"
"0xef743b0951dac6fe17e074b3b5b5daac57c5d03b","39,500","No"
"0x4fc91bac2886e0c0b1834af5e33d79d15e03a17a","39,484.176691181511704139","No"
"0xa5ef7a85e053899ff6a89b005f660b61b8ec6965","39,470.621676855949573577","No"
"0xc2f7f8fe45d9d00b2456285eb3684643ae14e771","39,326.63858788619946893","No"
"0x159beea4f0ea40516db50149f4520bec19ce3bb8","39,201.740151702528109199","No"
"0x7907fb23938a181529c4de761a5c416018234c51","39,170.647319451958119905","No"
"0xf896632b01c3c9792a40a25807449c9670533f8f","38,336.53","No"
"0xa531e985fa5eac467f21ab05b0c3e01b3ae6dd39","38,048.43","No"
"0x8655a2b37cb99628851fa4daf36fa269ac46284d","37,982.579188444411298942","No"
"0x62f88aa71b42f1a60998e761a2c7dbb10082723b","37,501.863164364541948715","No"
"0x574cb4f6e6d5114a9abc7209f5de8bc07bf1ee95","36,695.206112508899940997","No"
"0xd5b18a5c0ecd82b6e7cbddf6492d41a835d1c218","36,649.415232981300508948","No"
"0x5dc5a335de476e896c7b2e7699a1fb19cc65640c","35,755.346120306016707367","No"
"0xceeb84e6f5a6b02387d677f72a35970a006f8b6f","35,714.29","No"
"0x4dfdf777323266c5c130017f1ed1bc61160d176a","35,225.561376294563608197","No"
"0x28e902a3bb70264e4cca763a4e5509badc118600","35,196.047987261339359435","No"
"0xc71b580be93b386891d12298509036cbd4052376","34,338.11436462312124623","No"
"0xb080b54696e6939b11b530e64eeaec8dafcdc375","34,153.841041148454602461","No"
"0xf3381b51d56877b93b588a15a73e4975b27f51b8","33,702.08","No"
"0x3100a282b39416500807c96efd50b8648c7a96a9","33,577.410981028923459708","No"
"0xe0b7bd1a0f38d107e4fef2f34ed8cd6e8ab654fa","33,094.051464050402831531","No"
"0x2d7d93c15ff6cd9f5daf135d9b962d2e98598d07","32,660.62516625576623","No"
"0xb95cbaa7078803e64bd6b99fd2712af57aeb632e","32,486.215485101458381479","No"
"0x07c7034e135c120b670bda9910f69741f74e30a6","32,431.27291354550321453","No"
"0x46e92f1671133b584ef7a9ee3d51dc1304bbc523","32,079.63","No"
"0x6e3f95a640f909246726f5e80b928ad574cd5f43","31,531.312405078880613217","No"
"0x0dd065b2bb9d98a0b646eda059fc351bdbf0f5d1","31,017.326413551881792825","No"
"0xc8fd15e8eea9d36ee290c804b0e9f25f6062e25a","30,920.15893388","No"
"0x6bcedee88e75d2fed17731c60f02d97af0e1cd6e","30,769.82","No"
"0x16e89b547620349edc4026a25bf139f362a293b5","30,619.964798079045916541","No"
"0x5e0c82aa2f1087a38013a0f943263b0dce1b465d","30,600","No"
"0x5dbba333d9ab3c92adfc441d9b5a43cb77a5b03e","30,507.305648408354063348","No"
"0x3855dd4fe27fb24efb11d4b725cc1d8a76cb6c9f","30,268.14671151866859884","No"
"0x27974f3eb1220b987da7198f23dde48771d16745","30,250.442314013595266664","No"
"0xba2fb5a29cff5a04971d97fd743b0bd72a4152b5","30,057.95717132924975","No"
"0xaf7470ce35e4cd695d98e6514ef9f2c62c2ceaf7","30,000.0097649","No"
"0xe20738e3206f889936c3d0b9ae7fc06c9796cba7","30,000.000000000000050337","No"
"0xb9b2172e6b315e06c77314c55f609aaf132d18fa","30,000.000000000000078869","No"
"0x5fa4a869e604fa459864120c572acd2a32bc8407","29,802.337113321740443505","No"
"0x4a66e39381520c61d7e926d09a76b29c54c46b78","29,742.788367677394226337","No"
"0xfcf4f783e64f038e7736a5117b80adb64d0773fb","29,567.331678454016065627","No"
"0x633a62944aaff73d5a5d9b0d0221e7f4bae3bb16","29,103.908710266914113117","No"
"0x58e5c0c8770c19222bff82e462b8b60dadd5caa6","28,785.6","No"
"0xcfba1be8eb2c400de8a2ceec926fa63ec9e65f4c","28,640.624418199138227493","No"
"0xf4005c43ea29f88ad62bf10f9a548c5bb926d57f","28,429.035890210593932748","No"
"0x45cf83f02f21a89ed63d99a1eed4b308cbfeb0b2","27,971.8","No"
"0xd36b46573192bf50659726e6ceb7b6cf56b48899","27,000.66","No"
"0x1cfbc126921490bc7ec928312d576ef2b6f86d2e","26,727.44","No"
"0xc64c318597bcc3c2bb037d228e0062c08ecf781c","26,586.174050666823456648","No"
"0x0297fc1744b28322dd6934dc4e6b4600e9b4784d","26,306","No"
"0x554b74ec2dc6581c9291272aa42890a4d2c1afa6","25,890.73","No"
"0xf99584c8033de1a513f1c86ff06e54f3e0439f24","25,579.88446354155257396","No"
"0xf55fc01461e523a4a9ceab0b2b3aa3459f69f34e","25,106.07","No"
"0x77c76d3e2a1851b8b33e50087f0fbe67cf0b3958","24,872.667067204383912485","No"
"0x7794a2d1e4e74eaeee2d36e4f8486ee98d0e0354","24,862.33","No"
"0xe00a7c042bdeca837d8cca05d7ad4bfe144374d2","24,778.733636202782404766","No"
"0x1e610424cca1910b0b929a07efeea971581ead02","24,371.11","No"
"0x79b90effc3d984208088571e96dc1d269f4efff3","24,265.717546794071693334","No"
"0x06ea233deaeebf6c30ec190f150ebc9941fe0376","24,161.81","No"
"0x13668d47e36791e1532b5e7155b18b301d33689a","23,844.411558533424774257","No"
"0xce29f96db84e108905b42dc8b5897ea632433c1b","23,636.509504706562805414","No"
"0xbc0c9959f16b4ed3d083fadac946f6247ea91013","22,818.376925127201403203","No"
"0xb469089f7a21bf7254678905d8e70199a62855b4","22,722.78","No"
"0x8fd8349d29dfe3f98006b8dccde1b61a99c5447a","22,669.105610614340641163","No"
"0xa23df69778deb33c640e9cbaa1648d93b2e03f7f","22,262.39282821696022124","No"
"0xd56ed556d2e7d0cb07ef0c5539f42f4f7f5faba6","22,135.670297082312875674","No"
"0xaa2f7d0ede7d326c69a339e46406ccffcb725ddc","22,067.747833781377782648","No"
"0x32eee607846629394714fc993e2baf002c55e9cd","21,981.823086116603421281","No"
"0xf53c1fe1dd622347285ebf0c58db8bddc9d231ae","21,632.024620189049510121","No"
"0xb6dabc7efa35c7cc3087412705ed3dfa28e474b4","21,596.617779742488236823","No"
"0x126bf1ee09a1fa484ae7d99f26f4984b1923ba2f","21,276.602060478079945916","No"
"0x8893b1fa19e8e03849b6c4cc597e8f0fca7e5e1a","21,048.015277967098165571","No"
"0xe4a5db1ff72d5b758857f649ee0e3f54aa1b5fe5","21,000","No"
"0x11880898ce83307b19488dc599999adcf9fd7b74","21,000","No"
"0x002b3da85ca48cc987045086b28a8185361e7ef6","21,000","No"
"0xd6a99a4cc795fe72095c1b384b73dbb052498b65","21,000","No"
"0xc73fd61584a20f6ec5097101e5075993604d9eaf","21,000","No"
"0xb565ca555484f67f8bcfe2b3762e80d1df58b072","21,000","No"
"0xe1e4b17fb7d2bc47e84d9b1e06d4058a5b5aaa0e","21,000","No"
"0x2db1551d3a88cad950e816c45a69c2e959a1e894","21,000","No"
